docId	title	知识点标签
1065	[ABC267D] Index × A(Not Continuous ver.)	DP
1066	[ABC267E] Erasing Vertices 2	贪心
1068	[ABC267F] Exactly K Steps	LCA
1071	[ABC268B] Prefix?	字符串
1072	[ABC268C] Chinese Restaurant	Level5, 线性DP
1073	[ABC268D] Unique Username	DFS
1077	[ABC268G] Random Student ID	字典树
1080	[ABC269C] Submask	构造
1081	[ABC269D] Do use hexagon grid	并查集
1082	[ABC269E] Last Rook	二分
1088	[ABC270C] Simple path	DFS, LCA
1089	[ABC270D] Stones	DP, 博弈论
1090	[ABC270E] Apple Baskets on Circle	二分, 模拟
1092	[ABC270F] Transportation	最小生成树
1097	[ABC271D] Flip and Adjust	DP
1099	[ABC271F] XOR on Grid Path	折半搜索
1103	[ABC272B] Everyone is Friends	暴力枚举, DP
1104	[ABC272C] Max Even	数论基础
1106	[ABC272E] Add and Mex	线段树
1108	[ABC272F] Two Strings	后缀数组
1111	[ABC273B] Broken Rounding	模拟
1113	[ABC273D] LRUD Instructions	二分
1116	[ABC273F] Hammer 2	区间DP
1119	[ABC274B] Line Sensor	暴力枚举
1120	[ABC274C] Ameba	DFS, BFS, DP
1121	[ABC274D] Robot Arms 2	DP
1122	[ABC274E] Booster	状压DP
1129	[ABC275D] Yet Another Recursive Function	递归
1130	[ABC275E] Sugoroku 4	概率DP
1137	[ABC276D] Divide by 2 or 3	数论基础
1138	[ABC276E] Round Trip	DFS, BFS, 并查集
1140	[ABC276F] Double Chance	Level6, 树状数组
1144	[ABC277C] Ladder Takahashi	DFS, BFS
1146	[ABC277E] Crystal Switches	单源最短路径
1151	[ABC278C] FF	STL
1153	[ABC278E] Grid Filling	前缀和, 差分
1154	[ABC278F] Shiritori	状压DP, 博弈论
1158	[ABC279C] RANDOM	排序
1159	[ABC279D] Freefall	三分
1161	[ABC279F] BOX	并查集
1163	[ABC280A] Pawn on a Grid	字符串
1164	[ABC280B] Inverse Prefix Sum	前缀和
1165	[ABC280C] Extra Character	字符串
1166	[ABC280D] Factorial and Multiple	数论基础
1167	[ABC280E] Critical Hit	期望DP
1172	[ABC281C] Circular Playlist	暴力枚举
1173	[ABC281D] Max Multiple	DP
1174	[ABC281E] Least Elements	STL
1175	[ABC281F] Xor Minimization	位运算
1178	[ABC282B] Lets Get a Perfect Score	暴力枚举
1181	[ABC282E] Choose Two and Eat One	最小生成树
1182	[ABC282F] Union of Two Sets	ST表
1183	[ABC282G] Similar Permutation	DP
1194	[ABC284D] Happy New Year 2023	数论基础
1195	[ABC284E] Count Simple Paths	DFS, 图论基础
1196	[ABC284F] ABCBAC	哈希, Z函数
1199	[ABC285B] Longest Uncommon Prefix	暴力枚举
1201	[ABC285D] Change Usernames	DFS, 并查集
1204	[ABC285G] Tatami	二分图
1208	[ABC286D] Money in Hand	DP
1209	[ABC286E] Souvenir	单源最短路径
1210	[ABC286F] Guess The Number 2	数论基础
1213	[ABC287B] Postal Card	暴力枚举
1214	[ABC287C] Path Graph?	并查集
1217	[ABC287F] Components	树上DP
1221	[ABC288C] Don’t be cycle	并查集
1228	[ABC289C] Coverage	位运算
1230	[ABC289E] Swap Places	单源最短路径
1232	[ABC289G] Shopping in AtCoder store	斜率优化DP
1239	[ABC290G] Edge Elimination	贪心
1242	[ABC291C] LRUD Instructions 2	STL
1243	[ABC291D] Flip Cards	Level5, 线性DP, DP
1244	[ABC291E] Find Permutation	拓扑排序
1249	[ABC292C] Four Variables	数论基础
1252	[ABC292F] Regular Triangle Inside a Rectangle	二分, 数论基础
1255	[ABC293B] Call the ID Number	STL
1256	[ABC293C] Make Takahashi Happy	暴力枚举, DFS
1257	[ABC293D] Tying Rope	并查集
1258	[ABC293E] Geometric Progression	倍增
1260	[ABC293G] Triple Index	分块
1263	[ABC294C] Merge Sequences	模拟, 双指针
1265	[ABC294E] 2xN Grid	差分
1267	[ABC294G] Distance Queries on a Tree	倍增, 树链剖分
1269	[ABC295B] Bombs	暴力枚举
1270	[ABC295C] Socks	STL
1272	[ABC295E] Kth Number	概率论基础
1277	[ABC296C] Gap Existence	STL
1279	[ABC296E] Transition Game	强连通分量
1284	[ABC297C] PC on the Table	贪心
1286	[ABC297E] Kth Takoyaki Set	优先队列
1288	[ABC297G] Constrained Nim 2	博弈论
1292	[ABC298D] Writing a Numeral	数论基础
1298	[ABC299C] Dango	字符串
1304	[ABC300B] Same Map in the RPG World	暴力枚举
1305	[ABC300C] Cross	暴力枚举
1306	[ABC300D] AABCC	数论基础
1307	[ABC300E] Dice Product 3	期望DP
1312	[ABC301C] AtCoder Cards	贪心
1313	[ABC301D] Bitmask	贪心
1314	[ABC301E] Pac-Takahashi	Level6, 状压DP, 最短路
1322	[ABC302F] Merge Set	BFS, 单源最短路径
1325	[ABC303B] Discord	贪心
1327	[ABC303D] Shift vs. CapsLock	Level5, 线性DP
1334	[ABC304D] A Piece of Cake	二分, STL
1340	[ABC305C] Snuke the Cookie Picker	暴力枚举
1341	[ABC305D] Sleep Log	二分, 前缀和
1342	[ABC305E] Art Gallery on Graph	DFS
1343	[ABC305F] Dungeon Explore	DFS
1344	[ABC305G] Banned Substrings	矩阵快速幂
1345	[ABC306A] Echo	字符串
1348	[ABC306D] Poisonous Full-Course	DP
1349	[ABC306E] Best Performances	STL
1350	[ABC306F] Merge Sets	Level6, 树状数组
1351	[ABC306G] Return to 1	图论基础
1353	[ABC307B] racecar	暴力枚举
1356	[ABC307E] Distinct Adjacent	组合数学, DP
1370	[ABC309E] Family and Insurance	LCA
1371	[ABC309F] Box in Box	Level6, 线段树, 树状数组
1378	[ABC310F] Make 10 Again	概率DP
1381	[ABC311B] Vacation Together	双指针
1383	[ABC311D] Grid Ice Floor	BFS
1388	[ABC312B] TaK Code	暴力枚举
1389	[ABC312C] Invisible Hand	二分
1390	[ABC312D] Count Bracket Sequences	线性DP
1402	[ABC314B] Roulette	STL
1405	[ABC314E] Roulettes	期望DP
1408	[ABC315A] tcdr	字符串
1412	[ABC315E] Prerequisites	拓扑排序
1415	[ABC317A] Potions	暴力枚举
1416	[ABC317B] MissingNo.	排序
1417	[ABC317C] Remembering the Days	DFS
1419	[ABC317E] Avoid Eye Contact	BFS
1420	[ABC317F] Nim	数位DP
1422	[ABC318A] Full Moon	暴力枚举
1423	[ABC318B] Overlapping sheets	模拟
1425	[ABC318D] General Weighted Max Matching	Level6, 状压DP
1426	[ABC318E] Sandwiches	组合数学
1428	[ABC318G] Typical Path Problem	网络流
1430	[ABC319B] Measure	暴力枚举, 模拟
1431	[ABC319C] False Hope	暴力枚举
1432	[ABC319D] Minimum Width	二分
1438	[ABC320C] Slot Strategy 2 (Easy)	暴力枚举
1439	[ABC320D] Relative Position	图论基础
1446	[ABC321D] Set Menu	前缀和
1448	[ABC321F] #(subset sum = K) with Add and Erase	DP
1450	[ABC322A] First ABC 2	暴力枚举
1451	[ABC322B] Prefix and Suffix	字符串
1452	[ABC322C] Festival	二分
1455	[ABC322F] Vacation Query	线段树
1458	[ABC323B] Round-Robin Tournament	线段树
1461	[ABC323E] Playlist	概率DP
1467	[ABC324D] Square Permutation	暴力枚举
1472	[ABC325B] World Meeting	暴力枚举
1473	[ABC325C] Sensors	并查集
1475	[ABC325E] Our clients, please wait a moment	单源最短路径
1479	[ABC326B] 326-like Numbers	暴力枚举, 二分
1481	[ABC326D] ABC Puzzle	暴力枚举
1482	[ABC326E] Revenge of "The Salary of AtCoder Inc."	期望DP
1483	[ABC326F] Robot Rotation	折半搜索
1484	[ABC326G] Unlock Achievement	网络流
1486	[ABC327B] A^A	暴力枚举
1487	[ABC327C] Number Place	贪心
1488	[ABC327D] Good Tuple Problem	DFS
1489	[ABC327E] Maximize Rating	DP
1490	[ABC327F] Apples	Level6, 线段树
1493	[ABC328B] 11/11	模拟
1495	[ABC328D] Take ABC	栈
1496	[ABC328E] Modulo MST	并查集
1504	[ABC329F] Colored Ball	STL
1518	[ABC331F] Palindrome Query	Level6, 线段树, 哈希
1521	[ABC332B] Glass and Mug	模拟
1522	[ABC332C] T-shirts	贪心
1523	[ABC332D] Swapping Puzzle	暴力枚举
1524	[ABC332E] Lucky bag	折半搜索, 状压DP
1525	[ABC332F] Random Update Query	Level6, 线段树
1529	[ABC333C] Repunit Trio	暴力枚举
1530	[ABC333D] Erase Leaves	并查集
1531	[ABC333E] Takahashi Quest	贪心
1536	[ABC334C] Socks 2	前缀和
1537	[ABC334D] Reindeer and Sleigh	二分
1538	[ABC334E] Christmas Color Grid 1	并查集
1539	[ABC334F] Christmas Present 2	Level6, 线段树, Level5, DP, 数学6, 单调队列优化DP
1541	[ABC335A] 202<s>3</s>	字符串
1542	[ABC335B] Tetrahedral Number	暴力枚举
1544	[ABC335D] Loong and Takahashi	构造
1546	[ABC335F] Hop Sugoroku	分块
1551	[ABC336D] Pyramid	二分
1552	[ABC336E] Digit Sum Divisible	数位DP
1553	[ABC336F] Rotation Puzzle	折半搜索
1558	[ABC337D] Cheating Gomoku Narabe	前缀和
1564	[ABC338C] Leftover Recipes	暴力枚举
1565	[ABC338D] Island Tour	差分
1566	[ABC338E] Chords	栈
1572	[ABC339D] Synchronized Players	BFS
1573	[ABC339E] Smooth Subsequence	线段树
1574	[ABC339F] Product Equality	随机化
1580	[ABC340E] Mancala 2	Level6, 线段树
1584	[ABC341B] Foreign Exchange	贪心
1586	[ABC341D] Only one of two	二分
1587	[ABC341E] Alternating String	分块, 线段树
1591	[ABC342B] Which is ahead?	暴力枚举
1592	[ABC342C] Many Replacement	STL
1593	[ABC342D] Square Pair	数论基础, STL
1594	[ABC342E] Last Train	单源最短路径
1595	[ABC342F] Black Jack	前缀和, 差分, 期望DP
1599	[ABC343C] 343	暴力枚举
1600	[ABC343D] Diversity of Scores	STL
1601	[ABC343E] 7x7x7	暴力枚举
1602	[ABC343F] Second Largest Query	线段树
1603	[ABC343G] Compress Strings	Z函数
1606	[ABC344C] A+B+C	暴力枚举, STL
1607	[ABC344D] String Bags	Level5, 背包DP, DP
1608	[ABC344E] Insert or Erase	矩阵快速幂
1609	[ABC344F] Earn to Advance	DP
1613	[ABC345C] One Time Swap	STL
1614	[ABC345D] Tiling	暴力枚举, DFS, 递归
1615	[ABC345E] Colorful Subsequence	Level5, 线性DP, DP
1616	[ABC345F] Many Lamps	DFS
1635	[ABC348D] Medicines on Grid	BFS
1636	[ABC348E] Minimize Sum of Distances	点分治
1642	[ABC349D] Divide Interval	线段树
1643	[ABC349E] Weighted Tic-Tac-Toe	博弈论
1650	[ABC350E] Toward 0	概率论基础
1654	[ABC351B] Spot the Difference	暴力枚举
1656	[ABC351D] Grid and Magnet	DFS
1658	[ABC351F] Double Sum	Level6, 线段树, 前缀和
1663	[ABC352D] Permutation Subsequence	平衡树
1664	[ABC352E] Clique Connect	并查集
1665	[ABC352F] Estimate Order	状压DP
1667	[ABC353A] Buildings	暴力枚举
1669	[ABC353C] Sigma Problem	前缀和
1670	[ABC353D] Another Sigma Problem	前缀和
1671	[ABC353E] Yet Another Sigma Problem	字典树
1679	[ABC354F] Useless for LIS	Level6, 线段树
1681	[ABC355A] Who Ate the Cake?	暴力枚举
1684	[ABC355D] Intersecting Intervals	Level6, 树状数组
1696	[ABC357B] Uppercase and Lowercase	字符串
1697	[ABC357C] Sierpinski carpet	递归
1698	[ABC357D] 88888888	数论基础
1699	[ABC357E] Reachability in Functional Graph	强连通分量
1700	[ABC357F] Two Sequence Queries	Level6, 线段树
1705	[ABC358D] Souvenirs	贪心
1706	[ABC358E] Alphabet Tiles	Level5, 线性DP, 暴力枚举
1720	[ABC360E] Random Swaps of Balls	概率论基础, 概率DP
1722	[ABC360G] Suitable Edit for LIS	DP
1724	[ABC361B] Intersection of Cuboids	构造
1726	[ABC361D] Go Stone Puzzle	BFS
1728	[ABC361F] x = a^b	二分
1730	[ABC362A] Buy a Pen	暴力枚举
1732	[ABC362C] Sum = 0	构造
1733	[ABC362D] Shortest Path 3	单源最短路径
1734	[ABC362E] Count Arithmetic Subsequences	DP
1735	[ABC362F] Perfect Matching on a Tree	点分治
1736	[ABC362G] Count Substring Query	后缀数组
1739	[ABC363C] Avoid K Palindrome 2	暴力枚举
1741	[ABC363E] Sinking Land	BFS
1742	[ABC363F] Palindromic Expression	暴力枚举, DFS
1747	[ABC364D] K-th Nearest	二分
1748	[ABC364E] Maximum Glutton	DP
1749	[ABC364F] Range Connect MST	STL
1754	[ABC365D] AtCoder Janken 3	Level5, 线性DP, DP
1768	[ABC367D] Pedometer	前缀和
1769	[ABC367E] Permute K times	倍增
1775	[ABC368D] Minimum Steiner Tree	拓扑排序
1781	[ABC369C] Count Arithmetic Subarrays	双指针
1782	[ABC369D] Bonus EXP	Level5, 线性DP, DP
1804	[ABC372E] K-th Largest Connected Components	并查集
1808	[ABC373B] 1D Keyboard	贪心
1812	[ABC373F] Knapsack with Diminishing Values	Level5, 背包DP
1815	[ABC374B] Unvarnished Report	暴力枚举
1819	[ABC374F] Shipping	Level5, 背包DP
1824	[ABC375D] ABA	Level5, 线性DP
1825	[ABC375E] 3 Team Division	Level5, 线性DP, 背包DP
1831	[ABC376D] Cycle	单源最短路径
1835	[ABC377A] Rearranging ABC	排序
1839	[ABC377E] Permute K times 2	倍增
1841	[ABC377G] Edit to Match	哈希, 字典树
2206	[ABC435A] 1到N的整数和	Level1, 数学1, 数学
2207	[ABC435B] 子区间和不被元素整除	Level3, 暴力枚举3
2208	[ABC435C] 多米诺骨牌连锁倒塌	贪心, 模拟, Level1, 图论
2209	[ABC435D] 有向图黑点可达性查询	并查集, BFS, Level5, Level4, 图论
2210	[ABC435E] 区间涂黑后白格计数	STL, 贪心, Level3, 贪心3
2211	[ABC435F] 猫塔运动最大距离	树上DP, Level6
2212	[ABC436A] 前缀 o 填充	字符串, 模拟, Level2, 模拟2
2213	[ABC436B] 魔法方阵构造	模拟, Level2, 模拟2 数学2, 数学
2214	[ABC436C] 2×2方块放置	哈希, 模拟, Level2, 模拟2
2215	[ABC436D] 传送迷宫	BFS, 二维数组, 字符串, Level1, 图论
2216	[ABC436E] 最少交换首选操作	Level3, 数学3, 思维3, 数学
2217	[ABC436F] 星空拍摄方案计数	模拟, Level4, 数学4, 模拟3, 数学
2218	[ABC437A] 英尺转英寸	Level1, 数学1, 数学
2219	[ABC437B] 抽奖游戏	模拟, Level2, 数组 模拟2
2220	[ABC437C] 驯鹿与雪橇2	排序, 优先队列, Level4, Level2, 贪心4
2221	[ABC437D] 差值之和	排序, 前缀和, Level1
2222	[ABC437E] 排序数组	树形结构, 优先队列, DFS, Level5, Level4
2223	[ABC437F] 曼哈顿圣诞树2	线段树, Level1, 数据结构
2224	[ABC438A] 年初赛日	Level1, 数学1
2225	[ABC438B] 子串匹配最少操作	字符串, Level2, 模拟2, 暴力枚举2
2226	[ABC438C] 一维消消乐	栈, Level3, 数组, 贪心3
2227	[ABC438D] 蛇的尾部	前缀和, Level4, 贪心4
2228	[ABC438E] 装水传递	模拟, Level3, 数学3, 模拟3
2229	[ABC438F] Mex之和	树形结构, Level5, 数学5, 思维5, 图论, 数据结构, 数学
2230	[ABC439A] 计算2^N-2N	Level1, 数学1, 数学
2231	[ABC439B] 快乐数判断	Level2, 模拟2, 数学
2232	[ABC439C] 好数枚举	Level2, 数学2, 暴力枚举2
2233	[ABC439D] 卡多松子序列	Level2, 数组, 模拟2, 数学2
2234	[ABC439E] 放风筝	排序, 二分, 字符串, Level1, DP变形, 动态规划, 图论
2235	[ABC439F] 美丽门松序列	树状数组, 线段树, Level5, 数学5
2236	[ABC440A] 八度倍频	Level1, 数学1
2237	[ABC440B] 赛马前三	排序, Level2, 数组, 模拟2
2238	[ABC440C] 条纹马涂色	Level2, 模拟2, 数学2
2239	[ABC440D] 禁止列表2	排序, 二分, Level1, Level2, 数组, Level4
2240	[ABC440E] 饼干美味前X大	优先队列, Level3, 数学3, 模拟
2241	[ABC441A] 黑色方格判定	条件结构, Level1, 数学1
2242	[ABC441B] 双语识别	字符串, Level2, 模拟2
2243	[ABC441C] 清酒或水	排序, Level3, 贪心3, 数学3
2244	[ABC441D] 付费行走	Level3, 暴力枚举3, 模拟3, 图论
2245	[ABC441E] A多于B子串	前缀和, 树状数组, 字符串, Level1
2246	[ABC441F] 必买物品分类	背包DP, 字符串, Level1, DP变形
2247	[ABC441G] 章鱼烧与翻转	线段树, Level6, 思维6
2248	[ABC442A] 点的统计	循环结构, 条件结构, 字符串, Level1, 数学1
2249	[ABC442B] 音乐播放器	循环结构, 条件结构, Level2, 模拟2
2250	[ABC442C] 同行评审	Level2, 数组, 数学2
2251	[ABC442D] 交换与区间和	树状数组, Level1
2252	[ABC442E] 激光kunkka	排序, 二分, Level2, 数学2, 计算几何
2253	[ABC442F] 对角线分割2	字符串, Level3, 数学3, 模拟3, 思维3
2254	[ABC443A] 追加s	字符串, Level2, 模拟2
2255	[ABC443B] 节分吃豆	Level2, 数学2
2256	[ABC443C] Chokutter上瘾	Level2, 模拟2
2257	[ABC443D] 卒子排列	Level3, 贪心3, 模拟2, 数学2
2258	[ABC443E] 攀爬银级	字符串, Level3, 模拟3
2259	[ABC443F] 非递增数	BFS, Level2, 数学2, 模拟2
2260	[ABC445A] 强字符串	顺序结构, 条件结构, 字符串, Level1
2261	[ABC445B] 中心对齐	字符串, Level2, 模拟2
2262	[ABC445C] 苏格罗库终点	环, 搜索进阶, Level2
2263	[ABC445D] 重建巧克力	递归, DFS, Level5, 模拟3, 图论
2264	[ABC445E] 排除元素LCM	Level2, 数组, 数学2, 数学
2265	[ABC445F] 恰好K步2	Level5, 数学4, 思维4, 图论
2266	[ABC445G] 骑士放置	二维数组, 字符串, Level2, 数学2
2267	[ABC446A] 女仆的名字	字符串, Level1
2268	[ABC446B] 贪心选饮料	贪心, 模拟, Level1
2269	[ABC446C] 欧姆蛋餐厅	队列, 模拟, Level6, 数学
2270	[ABC446D] 最长连续序列	哈希, DP, Level5
2271	[ABC446E] 无倍数序列	BFS, 模拟, Level6, 图论
2272	[ABC446F] 可达集2	贪心, Level2, 图论, 动态规划
2273	[ABC446G] 221子序列	DP, 组合数学, Level1
2274	[ABC447A] 座位安排2	Level1, 数学基础
2275	[ABC447B] 删除最频繁字符	Level1, 字符串, 模拟
2276	[ABC447C] 插入与删除 A	Level5, 贪心, 双指针, 字符串
2277	[ABC447D] 消除ABC	Level3, 字符串, 贪心
2278	[ABC447E] 图的分割	Level5, 并查集, 二分, 图论
2279	[ABC447F] 蜈蚣图	Level6, 树形结构, DFS, DP, 图论, 数据结构
1474	打印计划	Level4, 优先队列, 贪心4, 思维4
1229	爬楼机器人	Level5, 线性DP
1271	趣味挑战	Level5, 线性DP, Level4, 前缀和, 数学4
2060	abc409_a Conflict	Level2, 字符串
2061	abc409_b Citation	Level2, 暴力基础
2062	abc409_c Equilateral Triangle	Level3, 基础数学
2063	abc409_d String Rotation	Level3, 贪心
2064	abc409_e Connecting Points	Level6, 树上DP
2065	abc409_f Connecting Points	Level5, 并查集
2066	abc410_a G1	Level2, 模拟基础
2067	abc410_b Reverse Proxy	Level3, 暴力枚举, Level2, 数组
2068	abc410_c Rotatable Array	Level3, 思维
2069	abc410_d XOR Shortest Walk	Level4, BFS
2070	abc410_e Battles in a Row	Level5, 背包DP
2071	abc410_f Balanced Rectangles	Level5, DP变形
2072	abc411_a Required Length	Level2, 字符串
2073	abc411_b Distance Table	Level2, 数组, 暴力枚举2
2074	abc411_c Black Intervals	Level3, 思维3
2075	abc411_d Conflict 2	Level4, 链表, 链式前向星
2076	abc411_e E [max]	Level6, 概率DP, 数学, 期望
2077	abc411_f Contraction	Level5, 并查集
2078	abc411_g Count Cycles	Level6, 状压DP
2079	abc412_a Task Failed Successfully	Level1, 循环结构
2080	abc412_b Precondition 	Level2, 字符串
2081	abc412_c Giant Domino	Level3, 贪心3
2082	abc412_d Make 2-Regular Graph	Level4, 思维4, DFS, DFS4, 全排列
2083	abc412_e LCM Sequence	Level5, 数学5, 筛法
2084	abc412_f Socks 4	Level6, 期望DP, 动态规划
2085	abc413_a Content Too Large	Level1, 循环结构
2086	abc413_b cat 2	Level2, 字符串, Level3, STL
2087	abc413_c Large Queue	Level3, STL, 思维, 队列
2088	abc413_d Make Geometric Sequence	Level4, 数学4, 思维4
2089	abc413_e Reverse 2^i	Level5, DFS进阶
2090	abc413_f No Passage	Level5, BFS进阶
2091	abc413_g Big Banned Grid	Level5, 并查集
2092	abc414_a Streamer Takahashi	Level1, 循环结构
2093	abc414_b String Too Long	Level2, 字符串
2094	abc414_c Palindromic in Both Bases	Level3, 思维3, 回文, 暴力枚举
2095	abc414_d Transmission Mission	Level3, 思维3
2096	abc414_e Count A%B=C	Level5, 数学5, 整除分块
2097	abc414_f Jump Traveling	Level5, BFS进阶
2098	abc415_a Unsupported Type	Level2, 数组
2099	abc415_b Pick Two	Level2, 数组, 模拟
2100	abc415_c Mixture 	Level4, DFS, BFS
2101	abc415_d Get Many Stickers	Level3, 贪心3
2102	abc415_e Hungry Takahashi	Level4, 二分, 动态规划
2103	abc415_f Max Combo	Level6, 线段树
2104	abc415_g Get Many Cola	动态规划6
2105	abc416_a Vacation Validation	Level2, 字符串
2106	abc416_b 1D Akari	Level3, 思维3
2107	abc416_c Concat (X-th)	Level4, DFS
2108	abc416_d Match, Mod, Minimize 2	Level4, 双指针, 思维4
2109	abc416_e Development 	Level6, floyd
2110	abc417_a A Substring	Level2, 字符串
2111	abc417_b Search and Delete	Level2, 暴力枚举2, Level3, 暴力枚举3, 暴力
2112	abc417_c Distance Indicators	Level3, 思维3
2113	abc417_d Takahashi's Expectation	Level4, 二分, 递推, 前缀和
2114	abc417_e A Path in A Dictionary	Level5, BFS进阶, Level6, 单源最短路径
2115	abc417_f Random Gathering	Level6, 线段树
2116	abc418_a I'm a teapot	Level2, 字符串
2117	abc418_b You're a teapot	Level3, 暴力枚举3
2118	abc418_c Flush 	Level4, 二分, 前缀和, 思维4
2119	abc418_d XNOR Operation	Level4, 思维4
2120	abc418_e Trapezium	Level4, 数学4, Level3, STL
2121	abc419_a AtCoder Language	Level2, 字符串
2122	abc419_b Get Min	Level3, 暴力枚举3, 模拟3
2123	abc419_c King's Summit	Level3, 思维3, 数学3
2124	abc419_d Substr Swap	Level4, 差分
2125	abc419_e Subarray Sum Divisibility	Level5, DP
2126	abc420_a What month is it?	Level1, 条件结构
2127	abc420_b Most Minority	Level2, 二维数组, 排序, 暴力枚举2
2128	abc420_c Sum of Min Query	Level3, 思维3
2129	abc420_d Toggle Maze	Level4, BFS
2130	abc420_e Reachability Query	Level5, 并查集
2131	abc420_f kirinuki 	Level4, 差分, Level5, DP
2132	abc420_g sqrt(n²+n+X)	Level5, 数学5
2133	abc421_a Misdelivery 	Level2, 字符串
2134	abc421_b Fibonacci Reversed	Level4, 递推, Level2, 数组, 函数
2135	abc421_c Alternated	Level3, 思维3
2136	abc421_d RLE Moving	Level4, 双指针, 数学4
2137	abc421_f Erase between X and Y	Level4, 链表
2138	abc422_a Stage Clear	Level1, 条件结构
2139	abc422_b Looped Rope	Level2, 二维数组, 暴力枚举2
2140	abc422_c AtCoder AAC Contest	Level3, 思维3
2141	abc422_d Least Unbalanced	Level4, DFS
2142	abc422_e Colinear 	Level5, 数学5
2143	abc422_f Eat and Ride	Level5, DP
2144	abc423_a Scary Fee	Level1, 顺序结构
2145	abc423_b Locked Rooms	Level2, 数组
2146	abc423_c Lock All Doors	Level3, 思维3
2147	abc423_d Long Waiting	Level4, 优先队列, 思维4
2148	abc423_e Sum of Subarrays	Level5, 数学5, Level6, 莫队
2149	abc423_f Loud Cicada	Level5, 数学5
2150	abc424_a Isosceles 	Level1, 条件结构
2151	abc424_b Perfect 	Level2, 数组, 模拟2
2152	abc424_c New Skill Acquired	Level4, BFS
2153	abc424_d 2x2 Erasing 2	Level6, 状压DP
2154	abc424_e Cut in Half	Level4, 优先队列, 思维4, 贪心4
2155	abc424_f Adding Chords	Level6, 线段树, 思维6
2156	abc425_a Sigma Cubes	Level1, 循环结构
2157	abc425_b Find Permutation 2	Level3, 思维3
2158	abc425_c Rotate and Sum Query	Level3, 思维3
2159	abc425_d Ulam-Warburton Automaton	Level5, BFS进阶
2160	abc425_e Count Sequences 2	Level5, 数学5
2161	abc425_f Inserting Process	Level6, 状压DP
2162	abc426_a OS Versions	Level2, 字符串, 模拟2
2163	abc426_b The Odd One Out	Level2, 字符串
2164	abc426_c Upgrade Required	Level4, 差分, 优先队列
2165	abc426_d Pop and Insert	Level3, 思维3
2166	abc426_e Closest Moment	Level5, 数学5, Level4, 三分
2167	abc426_f Clearance 	Level6, 线段树
2168	abc426_g Range Knapsack Query	Level6, 线段树
2169	abc427_a ABC -> AC	Level2, 字符串
2170	abc427_b Sum of Digits Sequence	Level2, 函数, 模拟2
2171	abc427_c Bipartize 	Level4, DFS, Level6, 二分图
2172	abc427_d The Simple Game	Level6, 博弈论
2173	abc427_e Wind Cleaning	Level5, BFS进阶
2174	abc428_a Grandma's Footsteps	Level1, 数学1, 循环结构
2175	abc428_b Most Frequent Substrings	Level2, 字符串, Level3, STL
2176	abc428_c Brackets Stack Query	Level3, 思维3
2177	abc428_d 183184 	Level4, 数学4
2178	abc428_e Farthest Vertex	Level5, 树的直径
2179	abc429_a Too Many Requests	Level1, 循环结构
2180	abc429_b N - 1	Level2, 数组
2181	abc429_c Odd One Subsequence	Level3, STL, 数学3
2182	abc429_d On AtCoder Conference	Level4, 前缀和, 二分
2183	abc429_e Hit and Away	Level5, BFS进阶
2184	abc429_f Shortest Path Query	Level6, 线段树, 矩阵
2185	abc430_a Candy Cookie Law	Level1, 条件结构
2186	abc430_b Count Subgrid	Level2, 二维数组, Level3, STL
2187	abc430_c Truck Driver	Level4, 双指针, 二分
2188	abc430_d Neighbor Distance	Level3, STL, Level4, 思维4
2189	abc430_e Shift String	Level5, 哈希
2190	abc430_f Back and Forth Filling	Level5, 思维5, Level4, 差分
2191	abc431_a Robot Balance	Level1, 条件结构
2192	abc431_b Robot Weight	Level2, 模拟2, 数组
2193	abc431_c Robot Factory	Level4, 双指针, Level3, 贪心3
2194	abc431_d Robot Customize	Level5, 背包DP
2195	abc431_e Reflection on Grid	Level5, BFS进阶
2196	abc431_f Almost Sorted 2	Level5, 数学5
2197	abc433_a Happy Birthday! 4	Level1, 条件结构, 数学1
2198	abc433_b Nearest Taller	Level2, 暴力枚举2, Level1, 循环结构
2199	abc433_c 1122 Substring 2	Level3, 思维3
2200	abc433_d 183183 	Level3, STL, Level4, 数学4
2201	abc434_a Balloon Trip	Level1, 顺序结构
2202	abc434_b Bird Watching	Level2, 数组
2203	abc434_c Flapping Takahashi	Level3, 模拟3, 思维3
2204	abc434_d Clouds	Level4, 前缀和, 差分
2205	abc434_e Distribute Bunnies	Level6, 二分图
1846	AT_abc378_eMod Sigma Problem	Level6, 树状数组
1973	AT_abc396_f-Rotated Inversions	Level6, 线段树
1975	AT_abc397_a-Thermometer	Level1, 条件结构
1976	AT_abc397_b-Ticket Gate Log	Level2, 字符串
1977	AT_abc397_c-Variety Split Easy	Level3, 思维3
1978	AT_abc397_d-Cubes	Level4, 数学4, 二分
1979	AT_abc397_e-Path Decomposition of a Tree	Level6, 树上DP
1980	AT_abc397_f-Variety Split Hard	Level6, 线段树
1982	AT_abc398_a-Doors in the Center	Level1, 循环结构
1983	AT_abc398_b-Full House 3	Level3, 思维3, STL
1984	AT_abc398_c-Uniqueness	Level3, STL
1985	AT_abc398_d-Bonfire	Level4, 思维4, Level3, STL
1987	AT_abc398_f-ABCBA	Level6, 线段树
1989	AT_abc399_a-Hamming Distance	Level1, 循环结构
1990	AT_abc399_b-Ranking with Ties	Level2, 数组
1991	AT_abc399_c-Make it Forest	Level4, BFS, DFS
